Restaurant Name,Cuisines,Address,City,Postcode,Phone Number,Reviews,Average Review
A Bite of China,"Chinese, Oriental",566 Clarkston Road,Glasgow,G44 3RT,1416375467,233,5
Kings Chippy,"Fish & Chips, Pizza",253 Castlemilk Road,Glasgow,G44 4LE,1416323363,314,5
The Lighthouse,"Fish & Chips, Pizza",891 Aicken Head Road,Glasgow,G42 0NT,1416325585,92,4.5
Mexican Grill,"Mexican, Burritos, Halal",71 Old Castle Road,Glasgow,G44 5TG,1416331272,140,4
Tony 2 Go,"Italian, Pizza",14 Lindsayfield Road,East Kilbride,G75 9DE,1355222200,165,5
Happy House,"Chinese, Oriental",371 Carmunnock Road,Glasgow,G44 5HH,1416346623,899,5
Mings Takeaway,"Chinese, Oriental",Main Street,Rutherglen,G73 3AD,1416477006,120,5.5
Mr Chilli Tandoori,"Indian, Pizza",8 Haughburn Road,Glasgow,G53 6AE,1418810010,416,5.5
Cafe India,"Indian, Italian, Halal",89 Main Street,Thornliebank,G46 7RY,1416387426,429,5.5
Subway - Clarkston,"Sandwiches, Lunch",76 Busby Road,Clarkston,G76 7AU,1416381725,0,0
Subway - 190 Main Street,"Sandwiches, Lunch",190 Main Street,Barrhead,G78 1SL,2039126648,1,4.5
Deli Spice,"Indian, Curry",121 Stravanan Road,Glasgow,G45 9UT,1416301144,112,5.5
Madras Tandoori,"Indian, Kebab, Halal",66 Kyleakin Road,Glasgow,G46 8DF,1416381166,1372,5
Clarkston Jasmin Chinese,"Chinese, Noodles",2 Busby Road Clarkston,Glasgow,G76 7XL,1416387778,1073,5
Toni's Pizzeria,"Pizza, Italian, Halal",136 Fenwick Road,Glasgow,G46 6XW,1416211600,248,4.5
Mario's,"Fish & Chips, Pizza",3 Fenwick Road,Giffnock,G46 6AU,1416331760,106,5.5
Kebabish,"Indian, Kebab, Halal",106 Ayr Road,Glasgow,G77 6EG,1416162254,529,4.5
Catch Fish & Chips,"Fish & Chips, Chicken",570 Clarkston Road,Glasgow,G44 3SQ,1416373838,128,5
The Royal Indian Restaurant,"Indian, Curry",198 Harvie Avenue,Newton Mearns,G77 6UT,1416398097,410,5.5
Naughty Burger,"Burgers, American",570 Clarkston Road,Glasgow,G44 3SQ,1416373838,135,5
Andiamo,"Italian, Pizza, Halal",223 Fenwick Road,Glasgow,G46 6JG,1416203587,66,4.5
Dimora,Italian,222 Ayr Road,Newton Mearns,G77 6DR,1416394018,3,3.5
Golden Fry,"Fish & Chips, Pizza",89a Main Street,Thornliebank,G46 7RY,1416383461,384,5.5
Taste Good,Chinese,61 Kyleakin Road,Thornliebank,G46 8DE,1416384686,1002,5.5
Del Posto,"Pizza, Fish & Chips",277 Castlemilk Road,Rutherglen,G44 4LE,1416328536,220,5
Spice King,"Indian, Kebab, Halal",430 Carmunnock Road,Glasgow,G44 5EH,1416379800,241,5
Kings Park Diner Cafe & Takeaway,"Kebab, Pizza, Halal",283 Castlemilk Road,Glasgow,G44 4LE,1416329613,76,4.5
Happy House,"Oriental, Chinese",57 Drumilaw Road,Rutherglen,G73 4NS,1412373883,119,5
Popeye's,"Fish & Chips, Pizza, Halal",16 Busby Road,Clarkston,G76 7XL,1413280776,221,5.5
New Wings Diner,"Chinese, Oriental",39 Main Street,Clarkston,G76 8DS,1416442887,233,5
BBQ Hut,"Chicken, Kebab, Halal",90 Busby Road,Clarkston,G76 7AX,1412373310,67,5.5
Burger King East Kilbride D/T,"Burgers, American",Kingsgate Retail Park,East Kilbride,G74 4UN,2039126648,706,4.5
Frankie & Benny's - East Kilbride,"American, Italian","Unit C2, 20-22 Olympia Mall",East Kilbride,G74 1PG,2038269530,45,4.5
Birdbox - East Kilbride Olympia,"Chicken, Burgers","Unit C2, 20-22 Olympia Mall",East Kilbride,G74 1PG,2039126648,16,5
Kick Ass Burrito - East Kilbride,Mexican,16-18 Olympia,East Kilbride,G74 1PG,1355579115,10,4.5
Ronnie's Po Shing,"Chinese, Noodles","8 Auchenlarie, Fernhill",Rutherglen,G73 4EQ,1416303888,574,4.5
Cafe Rubab,"Indian, Curry",11 Lovat Place,Rutherglen,G73 5HS,1416314400,12,5.5
Sizzlers Fast Food,"Fast Food, American, Halal",151 Western Road,Cambuslang,G72 8PE,1416462800,36,4.5
Papa John's - Rutherglen,"Pizza, American",77 Greenhill Road,Rutherglen,G73 2SX,1416131100,72,4.5
Burger Station,"American, Burgers",27 Main Street,East Kilbride,G74 4JU,1355265851,110,4.5
Stacks - East Kilbride Olympia,Burgers,"Unit C2, 20-22 Olympia Mall Town Centre",East Kilbride,G74 1PG,2039126648,17,5
Subway -Princes Mall East Kilbride Shopping Centre,"Sandwiches, Lunch",26 Cornwall Street,East Kilbride,G74 1JR,2039126648,11,4
Indulge,"Grill, Kebab",106 Ayr Road,Newton Mearns,G77 6EG,1416162727,119,3
The Jewels Of Asia,"Indian, Curry, Halal",34 Glasgow Road,Barrhead,G78 1BU,1418818125,1256,5
La Vita Piccolino E Vino,"Italian, Pizza",273 - 275 Means Road,Glasgow,G77 5LU,1416395050,768,5
Original Chillies,"Indian, Pizza",325 Nitshill Road,Glasgow,G53 7BL,1418810003,45,5
Valentini's Fast Food Pizzeria,"Italian, Fish & Chips",234 Ayr Road,Newton,G77 6AA,1416392658,998,5
Three In One Plus,"Indian, Curry, Halal",232A Ayr Road,Glasgow,G77 6AA,1416160747,681,5
Jadoon,"Indian, Curry, Halal",341 Nitshill Road,Glasgow,G53 7BL,1418810793,904,5
The Mearns Wok,"Chinese, Noodles",232 Ayr Road,Glasgow,G77 6AA,1416160033,548,4.5
Pizza Hut Delivery - Clarkston,"Pizza, American",17 The Toll Clarkston,Clarkston,G76 7BG,1416210809,25,4.5
Golden Sea Chinese,"Chinese, Oriental",329 Nitshill Road,Glasgow,G53 7BL,1418808188,1524,4
Golden Kitchen,"Chinese, Thai",230 Ayr Road,Newton Mearns,G77 6AA,1416393125,79,5.5
Babbo Glasgow,"Italian, Pizza","2 Mains Ave, Giffnock",Glasgow,G46 6QZ,0141 620 0033,49,5
Tandoori Nites,"Indian, Halal",859 Govan Road,Glasgow,G51 3DL,1414456060,626,4.5
Papa Ali,"Indian, Pizza, Halal",147 Shieldhall Road,Glasgow,G51 4EH,1418824942,757,5.5
Perella Takeaway,"Fish & Chips, Pizza",1197 Govan Road,Glasgow,G51 4PW,1414454034,138,5
New Cafe India,"Indian, Pizza, Halal",589 Govan Road,Glasglow,G51 2AS,1414454290,2099,5.5
Kababish,"Indian, Halal",1163 Govan Road,Glasgow,G51 4RQ,1414251444,1470,5
Happy House,"Chinese, Oriental",1161 Govan Road,Glasgow,G51 4RQ,1414252088,122,5.5
Little Dessert Shop - Glasgow,Desserts,Unit 18 King's Inch Road,Renfrew,PA4 8XQ,1413283491,2,6
Hong Kong Takeaway,"Chinese, Curry",1131 Govan Road,Glasgow,G51 4RX,1414451683,512,5
New Ocean Palace,"Chinese, Oriental",8 Summertown Road,Glasgow,G51 2LY,1414456588,602,5.5
Subway - White Cart Road,"Sandwiches, Lunch",Whitecart Road,Paisley,PA3 2TH,2039126648,9,5
Shadiano,"Italian, Breakfast",54 High Street,Renfrew,PA4 8QP,1418852553,5,5
Yee Man,"Chinese, Oriental",1471 Paisley Road West,Glasgow,G52 1SH,1418103896,1394,4.5
Cafe India,"Indian, Italian",43 Hairst Street,Renfrew,PA4 8QU,1415611088,1993,4.5
Chillies Paisley Road West,"Indian, Pizza",1783 Paisley Road West,Cardonald,G52 3SS,1418821912,598,4.5
Criterion Cardonald,"Fish & Chips, Pizza",2220 Paisley Road West,Glasgow,G52 3SJ,1418822818,545,5
Pizza Mario,"Pizza, Fish & Chips",4 Crookston Road,Glasgow,G52 3QG,1418826856,174,4.5
Sprinkles,"Desserts, Café",1 Inchinnan Road,Renfrew,PA4 8LS,2039126648,205,4.5
Amore Express,"Italian, Pizza",10 Fulbar Street,Renfrew,PA4 8PE,1418867010,1617,5
Curry Zone,"Indian, Curry, Halal",2077 Paisley Road West,Cardonald,G52 3JH,1418833099,1562,5.5
KFC Paisley,Chicken,125-129 Renfrew Road,Paisley,PA3 4EA,2038269530,745,4
Taste Of India,"Indian, Curry, Halal",2083 Paisley Road West,Glasgow,G52 3JH,1418824433,654,5
7 Star Spices,"Pizza, Indian, Halal",828 Mosspark Drive,Lanarkshire,G52 3DA,1418831212,1016,5
Natural Spice Tandoori,"Indian, American, Halal",1791 Paisley Road,Glasgow,G52 3SS,1418825400,482,4.5
Indian Delight,"Indian, Curry, Halal",30 Gleddoch Road,Glasgow,G52 4BD,1418823196,535,5
De Marco's,"Fish & Chips, Pizza",48c Glasgow Road,Paisley,PA1 3PW,1418870878,441,4.5
Renfrew Tandoori,"Indian, Curry",132 Paisley Road,Renfrewshire,PA4 8DA,1418865577,246,5.5
Chargha's,"Indian, Pizza",2-4 Glebe Street,Renfrew,PA4 8TU,1418865161,925,5
Ralph's Tastybites,"Fish & Chips, Pizza",307 Shieldhall Road,Glasgow,G51 4HB,1418827504,139,5.5
The Boulevard Fish Bar,Fish & Chips,595 Mosspark Boulevard,Glasgow,G52 1SB,1418101595,38,5
Tandoori King,"Indian, Pizza, Halal",119 Thurston Road,Glasgow,G52 2AZ,1418828869,296,4.5
Sammie's Fish & Chips & Pizza Place,"Fish & Chips, Pizza",1839 Paisley Road West,Glasgow,G52 3SX,1418105545,539,4.5
Renfrew Curry House,"Indian, Curry",52 Hairst Street,Renfrew,PA4 8QY,1418867828,761,5
Harvester - Braehead,"Burgers, Chicken","Unit 14B Xscape Centre, Kings Inch Road",Glasgow,PA4 8XQ,2039126648,20,4.5
Sherwood Chip Shop Renfrew,"Fish & Chips, Pizza",56 Hairst Street,Paisley,PA4 8QY,1418866660,654,4
Chiquito - Braehead,"Tex Mex, Mexican","Unit 13, Xcape",Renfrew,PA4 8XQ,2039126648,36,4
Scoops,"Ice Cream, Desserts",82 Glasgow Road,Paisley,PA1 3PN,1415601514,539,3.5
Subway - Canal Street,Sandwiches,12 Canal Street,Renfrew,PA4 8QD,2039126648,1,6
Filling Station - Braehead,"Burgers, American",Fun Ice Rink,Glasgow,G51 4BN,2038269530,8,5
KFC Glasgow - Braehead Shopping Centre,Chicken,KFC King's Inch Road,Glasgow,G51 4BN,2039126648,52,4.5
BirdBox - Braehead,"Chicken, Burgers","Unit 11, Xscape",Renfrew,PA4 8XQ,2039126648,22,4.5
Kick Ass Burrito - Braehead,"Burritos, Mexican","Unit 12, Xcape",Renfrew,PA4 8XQ,2039126648,15,4.5
Frankie & Benny's - Paisley,"American, Italian",The Junction,Paisley,PA3 4EP,2039126648,106,4.5
Birdbox - Paisley,"Chicken, Burgers",Frankie & Benny's Washington rd,Paisley,PA3 4EP,2039126648,43,4.5
Sweets 'N' Treats,"Café, Breakfast",51 Hairst Street,Renfrew,PA4 8QU,1418865672,321,4.5
Spicy Govan,"Indian, Pizza",948 Govan Road,Glasgow,G51 3AF,1414456096,217,4
Stacks - Paisley,Burgers,The Junction Paisley,Paisley,PA3 4EP,2039126648,7,4
Ruby,"Chinese, Oriental",1793 Paisley Road West,Glasgow,G52 3SS,1418836037,1168,4
Super Wok,"Chinese, Oriental",46-48 Allanton Drive,Glasgow,G52 2EU,1418834871,817,5.5
Little India,"Indian, Curry, Halal",11 Erskine Square,Glasgow,G52 4BJ,0141 387 6235,90,5
Curry Leaf,"Indian, Curry, Halal",2248 Paisley Road West,Glasgow,G52 3SJ,1418832886,1828,5
Frankie & Benny's Braehead,"American, Italian","Unit 11, Xcape",Renfrew,PA4 8XQ,2039126648,20,3.5
The Corner Deli & Coffee Shop,"Italian, Deli",4 Inchinnan Road,Renfrew,PA4 8ND,7585548447,9,4
Cornstar Taco's - Braehead,Mexican,Xscape Centre,Braehead,PA4 8XU,2039126648,12,4
Pathans,"Indian, Kebab",62 Glasgow Road,Paisley,PA1 3PW,1418402323,1,5.5
Blue Lagoon,"Fish & Chips, Pizza",28 Gleddoch Road,Glasgow,G52 4BE,1418921122,226,5
East End Tandoori,"Indian, Kebab",3/5 Ladyburn Street,Paisley,PA1 1PH,1418899333,1939,5
Salt 'N' Chilli,"Indian, Pizza",72 Nether Hill Road,Paisley,PA3 4RL,1418874444,861,5
Spice Magic,"Indian, Curry",1849 Paisley Road West,Glasgow,G52 3SX,1418821115,30,5
Cafe Asia,"Indian, Kebab, Halal",1357-1359 Barrhead Road,Glasgow,G53 7DA,1418809555,480,5.5
Indian Scene Takeaway,"Indian, Curry, Halal",82 Glasgow Road,Paisley,PA1 3PN,1418896485,798,5.5
Sherwood Fish & Chips,Fish & Chips,62 Glasgow Road,Paisley,PA1 3PW,1415601514,1132,4
Rowantree Cafe,"Breakfast, Desserts",165 Glasgow Road,Paisley,PA1 3LF,1418898898,74,5
Subway - 44 Glasgow Road,Sandwiches,44 Glasgow Road,Paisley,PA1 3PW,2039126648,1,4.5
Papa John's - Paisley,"Pizza, American",58 Glasgow Road,Paisley,PA1 3PW,1418870077,511,4.5
Japan Street Food,"Japanese, Sushi",11 Renfrew Road,Paisley,PA3 4AF,7400078278,341,5.5
Obsession Of India Paisley,"Indian, Curry",32 Moss Street,Paisley,PA1 1BA,1418873032,154,5.5
Heera Indian Restaurant & Take Away,"Indian, Curry",14-16 Porterfield Road,Renfrew,PA4 8HJ,1418866091,468,5.5
Wok N Go,"Chinese, Noodles",4 New Street,Paisley,PA1 1XY,1418401886,1238,4.5
La Rambla,"Spanish, Mexican",9 Renfrew Road,Paisley,PA3 4AF,1418490008,144,5
Masterchef,"Indian, Pizza, Halal",395 Nitshill Road,Glasgow,G53 7BN,1418807766,1251,5
Mr Tastie,"Fish & Chips, English",1367 Barrhead Road,Lanarkshire,G53 7DA,1418839838,389,4.5
Subway - 21 Causeyside St,"Sandwiches, Lunch",21 Causeyside Street,Paisley,PA1 1UH,2039126648,6,4.5
Subway - 7 Wellmeadow Street,"Sandwiches, Lunch, Halal",7 Wellmeadow Street,Paisley,PA1 2EF,2039126648,3,4.5
Charghas Fast Food,"Indian, Pizza, Halal",26 Main Street,Barrhead,G78 1RE,1418805161,224,5
Flavaurs Drive,"English, Indian",58 Aurs Drive,Barrhead,G78 2LW,1418812268,448,5
Hot & Spicy Grill,"Indian, Pizza, Halal",6 Carlibar Road,Glasgow,G78 1AA,1418808025,232,5
Santi's New Yorker,"Fish & Chips, Pizza",144 Main Street Glasgow,Glasgow,G78 1SG,1415800330,187,5
Red Fort,"Indian, Curry",46 Cross Arthurlie Street,Glasgow,G78 1QU,1418805499,319,5
Tastie 2,"Fish & Chips, Pizza",56a Brockbun Road,Glasgow,G53 5LB,1418830036,163,4.5
Saffron,"Indian, Curry",232a Main Street,Barrhead,G78 1SN,1418813870,240,5
The Roll Shop,"Breakfast, Sandwiches",164 Glasgow Road,Barrhead,G78 1TH,7941081070,20,4.5
La Banca,"Italian, Pizza",63 Neilston Road,Paisley,PA2 6NA,1418871100,22,5
Mamma Mia Pizzeria,"Italian, Pasta",24 Glasgow Road,Glasgow,G53 7TH,1414654911,83,5.5
Munchies @ Leisureland,"Breakfast, Lunch",57 High Street,Paisley,PA1 2AN,1418899159,26,4.5
Picasso Dalmuir,"Italian, Indian",768 Dumbarton Road,Glasgow,G81 4BY,1415620200,1313,4.5
Chargrill,"Pizza, Kebab, Halal",8 Church Street,Dumbarton,G82 1QL,1389742020,1759,5
Aladdin Hot For You,"Indian, Pizza, Halal",6 High Street,Dumbarton,G82 1LL,1389733351,1601,5
Mexican Tex-Mex & Grill,"Mexican, Steak",206 Crosslet Road,Dumbarton,G82 2LN,1389298369,927,5
Masala Twist,"Indian, Curry",Dumbarton Road,Dumbarton,G82 2TZ,1389496021,174,5.5
The Hot Wok Bonhill,"Chinese, Oriental",11 Beechwood Drive,Alexandria,G83 9LR,1389753747,39,4
Ashoka Bearsden,"Indian, Curry",9 Kirk Road,Bearsden,G61 3RG,1415700075,61,5
Lilly's Chinese Takeaway~,"Chinese, Noodles",39 Glasgow Road,Glasgow,G81 5PJ,1389877868,220,4
Classic India,"Indian, Curry, Halal",5 Douglas Street Ellangowan Car Park,Glasgow,G62 6PA,1419566360,162,5.5
San Marco Fish and Chips,"Fish & Chips, Pizza",14 Cowgate,Glasgow,G66 1HN,1417750822,1047,4.5
New Adam's Tandoori,"Indian, Kebab, Halal",32-34 Main Street,Lennoxtown,G66 7JJ,1360311715,324,5.5
Nico's,"Kebab, Pizza",10 Kilsyth Road,Glasgow,G66 1QD,1417750000,129,4.5
Lion & Star Bar & Grill,"Burgers, British",32 Townhead,Kirkintilloch,G66 1NL,1417766401,243,5.5
Indian Cottage,"Indian, Curry",10 Kilsyth Road,Kirkintilloch,G66 1QD,1417778822,147,4.5
The Sweetie Shop,"Desserts, Ice Cream",39 Townhead,Kirkintilloch,G66 1NG,7506009411,15,5
Merkland Cafe,"Breakfast, Desserts",83 Merkland Drive,Kirkintilloch,G66 3SJ,1417767770,108,5.5
Jass Indian Takeaway,"Indian, Pizza, Halal",43 Lammermoor Road,Kirkintihoch,G66 2AY,1417764040,636,5
Chillies,"Indian, Curry, Halal",5 High Craigends,Glasgow,G65 0NS,1236822822,1639,5
Marinis,"Fish & Chips, Pizza",82 Main Street,Kilsyth,G65 0AL,1236829993,53,4.5
BBQ King,"Burgers, Kebab",2 Nethercroy Road,Glasgow,G65 9JF,01236 821999,137,4.5
Angelo's Fish Bar,"Fish & Chips, Pizza",44 Market Street,Kilsyth,G65 0BA,1236823763,444,4
Spice Express.,"Curry, Fast Food, Halal",4A Westfield Drive,Cumbernauld,G68 9HJ,1236782111,10,5.5
Oriental Palace,"Chinese, Oriental",14 Eastside,Kirkintilloch,G66 1PY,1417753388,309,4
New Sahiwal Takeaway,"Pizza, Indian",85 Merkland Drive,Kirkintilloch,G66 3SJ,1417751429,350,5
Bhaji's,"Indian, Italian",80 Main Street,Lennoxtown,G66 7DA,1360319888,501,5
Kirky Hot Food Club,"Kebab, Pizza","109 Cowgate, Kirkintilloch",Glasgow,G66 1JD,1417768179,669,5
Nonnas @ Home,"Italian, Pizza",126 Cowgate,Kirkintilloch,G66 1HF,1417760100,99,5
Kirky Mahal,"Indian, American",37 Eastside,Kirkintilloch,G66 1QA,1417778344,156,4.5
Curry Junction,"Turkish, Indian",2A Eildon Road,Kirkintilloch,G66 2BG,1417766868,23,4.5
Tartan Tikka Indian Takeaway,"Indian, Curry",4 Ettrick Walk,Glasgow,G67 1NE,1236734454,1630,4.5
Sizzlers Ice Cream Parlour,"Ice Cream, Desserts","Unit 2 Abronhill Shopping Centre, 2 Larch Road",Cumbernauld,G67 3AZ,1236730130,135,5
The Fryery Chip Shop,"Fish & Chips, Burgers",27 Tay Walk Cumbernauld Town Centre,Glasgow,G67 1BU,1236780909,326,3.5
Spice Of Life - Abronhill,"Indian, Curry, Halal",11 Larch Road,Glasgow,G67 3BE,1236781999,2098,5
Sizzler,"Indian, Curry","Unit 2 Abronhill Shopping Centre, 2 Larch Road",Cumbernauld,G67 3AZ,1236730130,304,5
Sweets N Treats,"Desserts, Ice Cream",6 Larch Road,Cumbernauld,G67 3AZ,1236728676,128,5
Kashmir Cottage,"Indian, Pizza","Unit 2, 6 Muirhead Road",Cumbernauld,G67 1AX,1236452270,735,4.5
Trio Fish & Chip Shop,"Fish & Chips, Pizza",Unit 3 Abronhill Shopping Centre,Cumbernauld,G67 3AZ,1236720048,700,4.5
New Village Tandoori,"Indian, Pizza, Halal",70 Main Street,Cumbernauld,G67 2RX,1236453020,648,4.5
Tubalicious,"Desserts, Milkshakes",11 Main Street,Cumbernauld,G67 2RR,1236897885,78,4.5
The Chippy,"Fish & Chips, Pizza","11 Main Road, Condorrat",Glasgow,G67 4BT,1236730333,380,4
Spice Magic,"Kebab, Pizza","Unit 2, 5 Main Street",Condorrat,G67 4BT,1236735111,496,4.5
Tikka Tikka,"Indian, Kebab",6 Hume Road,Glasgow,G67 1AP,1236738822,1429,5
Milano Express,"Pizza, Burgers",Old Inns Services,Glasgow,G68 0BJ,1236782070,241,5
Lucky Garden,"Chinese, European",Ettrick Square,Cumbernauld,G67 1ND,1236733261,66,5
Invitation,"Indian, Nepalese",68 Main Street,Cumbernauld,G67 2RX,1236897040,258,5.5
Old Inns Cafe,"Breakfast, Lunch",Old Inns Services Cumbernauld,Glasgow,G68 0BJ,7803121759,87,5
Burger Can,"Breakfast, Burgers",7 Glencryan Road,Cumbernauld,G67 2UH,7963285729,368,4
Buntys,"Breakfast, Lunch",10 Ettrick Walk,Cumbernauld,G67 1NE,1236725333,222,5.5
Birdbox - Coatbridge,Chicken,Showcase Cinemas,Coatbridge,G69 7RT,2039126648,4,3
Spicy Cottage Moodiesburn,"Indian, Pizza",67 Glenmanor Avenue,Moodiesburn,G69 0LB,1236872473,603,5
Caffe C,"Fish & Chips, Breakfast",106 Cumbernauld Road,Glasgow,G69 9AA,1417792253,144,4.5
A Touch Of Spice,"Indian, Pizza",7a Russell Colt Street Coatbridge,Lanarkshire,ML5 2AB,1236431222,607,5
11 Spices,"Indian, Curry",11 Main Street,Coatbridge,ML5 3AJ,1236437437,996,5.5
KFC Coatbridge - Coatbank Street,Chicken,Coatbank Street,Coatbridge,ML5 3SP,2039126648,644,4
Scoops N Treats,"Desserts, Ice Cream, Halal",30 Whifflet Street,Coatbridge,ML5 4EL,1236423098,358,4.5
Subway - Coatbridge,"Sandwiches, Lunch",104 Main Street,Coatbridge,ML5 3BQ,2039126648,110,5
Sohrab,"Indian, Kebab, Halal",181 Bank Street,Coatbridge,ML5 1HA,1236422522,642,5
Pronto Pizzeria Fish & Chips,"Fish & Chips, Pizza",21 Main Street,Coatbridge,ML5 3AJ,1236898376,172,5
Firehouse Grill,"Burgers, American","Unit 1 Block 9, Dundivine Industrial Estate",Coatbridge,ML5 4AQ,1236600123,118,5
Best Chippy,Fish & Chips,162 Cumbernauld Road,Chryston,G69 9NB,1417792740,39,5.5
Kamran Tandoori,"Indian, Kebab, Halal",125 Gartsherrie Road,Coatbridge,ML5 2EU,1236433354,539,5
"Marina Fish, Chips & Pizzeria Kebabs","Fish & Chips, Pizza",432a Old Edinburgh Road,Uddingston,G71 6PJ,1698801075,676,5
Porta Via Del Greco,"Fish & Chips, Pizza",179 Bank Street,Coatbridge,ML5 1HA,1236425860,31,5
The Golden Fry,"Fish & Chips, Pizza",58 Woodside Street,Coatbridge,ML5 5NJ,1236422145,301,4.5
Happy House,"Chinese, Oriental",54A Abercrombie Crescent,Glasgow,G69 7SP,1417714983,246,5
Namaste India,"Indian, Burgers",41A Millgate Road,Hamilton,ML3 8JU,7706817822,70,5.5
Mr Chef Uddingston,"Indian, Pizza, Halal",165 Main Street,Uddingston,G71 7BP,1698810082,944,4.5
Subway - Bellshill,Sandwiches,1 Belziel Hill Farm Road,Bellshill,ML4 3PD,2039126648,4,3
The Big Chef,"Indian, American",659 Old Edinburgh Road,Uddingston,G71 6HF,1698811611,1363,4.5
Laughing Buddha,"Chinese, Oriental",720 Old Edinburgh Road,Glasgow,G71 6LA,1698816100,928,4.5
Jasmine,"Chinese, Oriental",20 Main Street,Bothwell,G71 8RB,1698852817,1031,5
The Amran Tandoori,"Indian, Curry, Halal",327 Edinburgh Road,Tannochside,G71 6BP,1698811110,763,4.5
Cafe Kamran,"Indian, Halal",752 Old Edinburgh Road,Uddington,G71 6LB,1698746440,454,5
Subway - Uddingston,"Sandwiches, Salads",27 Main Street,Uddingston,G71 7EP,1698815600,131,5
Amran Tandoori,"Indian, Curry, Halal",87 Main Street,Bothwell,G71 8ER,1698853311,102,4.5
Pir Palace,"Indian, Curry",60 Main Street,Uddingston Glasgow,G71 7LR,1698812604,378,5.5
Divitos Chip Shop Burnbank,"Pizza, Fish & Chips",285 Glasgow Road,Hamilton,ML3 0QG,1698823047,3339,5
Rainbow Garden,"Chinese, Oriental",71 Hamilton Road,Bellshill,ML4 1AG,1698842888,1213,5
New Mama Mia,"Fish & Chips, Pizza",70a Kelvin Road,Bellshill,ML4 1LN,1698849186,240,5.5
Marinis Uddingston,"Fish & Chips, Pizza",32 Main Street,Uddingston,G71 7LS,1698814007,26,5
Nonna Linas,"Fish & Chips, Italian",151 Calder Road,Bellshill,ML4 2PL,1698849609,1274,5
Shanghai Blossom,"Chinese, Oriental",4 Muir Street,Hamilton,ML3 6EP,1698283389,769,4.5
Spice Of Life,"Indian, Curry",25 Hamilton Road,Bellshill,ML4 1AF,1698740933,827,4.5
Tandoori Junction,"Indian, Halal",455 Main Street,Bellshill,ML4 1DA,1698328832,681,4.5
Scoops,"Desserts, Ice Cream",245 Glasgow Road,Hamilton,ML3 0QG,1698820111,227,3.5
Subway - Bellshill,Sandwiches,9 Hamilton Road Hamilton,Bellshill,ML4 1AF,2039126648,17,4
Sandros,Italian,6 Motherwell Road,Lanarkshire,ML4 1RE,1698748208,355,4.5
Big Scoop Belshill,"Desserts, Ice Cream",70A Kelvin Road,Bellshill,ML4 1LN,1698849186,119,4.5
Hot Flame World Buffet,"Indian, Chinese",315 New Edinburgh Road,Glasgow,G71 6JA,1698844300,77,5
Spice Indian Cuisine,"Indian, English",20 Bothwell Road,Hamilton,ML3 0AY,1698421700,150,4.5
Stacks - Hamilton,Burgers,Palace Grounds Road,Hamilton,ML3 6AD,2039126648,6,4
WIWO,"Chinese, Noodles",133a Clydesdale Road,Bellshill,ML4 2QH,1698451332,70,4.5
Indigo,"Indian, Pizza",269 Main Street,Bellshill,ML4 1AJ,1698679979,90,5
Fresco Deli,"Deli, Lunch",23 Law Muir Road,Bellshill,ML4 2BZ,1698313212,465,4
Golden Leaf Chinese Takeaway,"Chinese, Oriental",41 Main Street,Bothwell,G71 8RD,1698850959,118,5
MiSushi,"Sushi, Japanese",119 Main Street,Uddingston,G71 7EW,1698811106,285,5.5
Tiffin @ DayToday,"Sandwiches, Café",70-72 Mansfield Road,Bellshill,ML4 3AQ,1698747759,566,4
Mibbies Aye,"Lunch, Fast Food",63 Almada Street,Hamilton,ML3 0HH,1698891756,109,5.5
Fresh Belly Bites,"Dinner, Breakfast","Unit 40 Evans Easy Space, Belgrave Street",Bellshill,ML4 3NP,7342978936,496,3.5
Four Seasons,"Chinese, Oriental",12A Thorniewood Road,Uddingston,G71 5QQ,1698811081,460,5
Agnew's Sandwich Shop,"Breakfast, Café",237 Glasgow Road,Blantyre,G72 0YS,7913705842,129,4.5
San Vincenzo,"Italian, Deli",29-35 Main Street,Bothwell,G71 8RD,01698 850073,102,5
Subway - East Kilbride,"Sandwiches, Lunch","Unit 1B Lee. S Burn, Kingsway",East Kilbride,G74 3XB,1355579663,68,4.5
Madras Cottage,"Indian, Curry",2 Station Road,Blantyre,G72 9AB,1698823238,673,5.5
Spice Of Life,"Indian, Curry, Halal",251 Glasgow Road,Blantyre,G72 0YS,1698828620,1220,5.5
Divito's Chip Shop Blantyre,"Fish & Chips, British",487 Glasgow Road,Blantyre,G72 9HP,1698710145,262,5
Subway Blantyre,"Sandwiches, Lunch",190 Main Street,Blantyre,G72 0ET,1698723811,555,4.5
Good Taste,"Chinese, Oriental",256 Glasgow Road,Lanarkshire,G72 0YH,1698822922,338,4
Asian Tandoori,"Indian, Pizza",160 Main Street,Cambuslang,G72 7EL,1416410953,1678,5.5
Jasmine Jasmine,"Chinese, Oriental",227 Hamilton Road,Cambuslang,G72 7PH,1416418060,220,5.5
Golden Sea,"Chinese, Oriental","250 Main Street, High Blantyre",Glasgow,G72 0DH,1698328888,802,4.5
Le Runa,"Indian, Pizza, Halal",205 Westburn Road,Glasgow,G72 7TB,1416413343,357,5
Grahams Fish & Chips,"Fish & Chips, Pizza","250 Glasgow Road, Blantyre",Glasgow,G72 0AB,1698327130,370,5
Amran Tandoori,"Indian, Pizza, Halal",262 Hamilton Road,Glasgow,G72 7PF,1416410022,689,5
